,chapter,lemma,grammar,word_th_trans_en,freq,loan,hg_context
4463,К,комозце,"NUM, ord",двадцатый,12,False,False
4465,К,комод,N,комод,10,True,False
4467,К,комнатнай,A,комнатный,10,False,False
4468,К,комнатаня,"N, dim",комнатка,1,False,False
4469,К,комната,N,комната,125,True,False
4470,К,коммунистическяй,A,коммунистический,25,False,False
4471,К,коммунист,"N, anim, hum",коммунист,16,True,False
4472,К,коммуникация,N,коммуникация,21,True,False
4473,К,коммунизма,N,коммунизм,1,False,False
4474,К,коммунар,"N, anim, hum",коммунар,5,True,False
4475,К,коммунальщик,"N, anim, hum",коммунальщик,4,True,False
4476,К,коммунальнай,A,коммунальный,46,False,False
4477,К,коммуна,N,коммуна,4,True,False
4478,К,коммерческяй,A,коммерческий,89,False,False
4479,К,коммерсант,"N, anim, hum",коммерсант,3,True,False
4480,К,комментатор,"N, anim, hum",комментатор,9,True,False
4481,К,комментарий,N,комментарий,18,True,False
4483,К,комлявня,"A, dim",хмельной,4,False,False
4484,К,комбикорма,N,комбикорм,27,False,False
4485,К,комбат,"N, anim, hum",комбат,3,True,False
4486,К,комбайнер,"N, anim, hum",комбайнер,22,True,False
4487,К,комбайна,"N, transport",комбайна,44,True,False
4488,К,кольгомс,"V, intr",течь,3,False,False
4489,К,Колчак,"N, PN, famn",Колчак,1,True,False
4490,К,колхозница,"N, anim, hum",колхозница,4,True,False
4491,К,колхозник,"N, anim, hum",колхозник,58,True,False
4492,К,колхознай,A,колхозный,23,False,False
4493,К,колхозонь,N,колхозный,59,False,False
4494,К,колхоз,A,колхоз,59,True,False
4495,К,колхоз,N,колхоз,445,True,False
4496,К,Колумбия,"N, PN, topn",Колумбия,11,True,False
4497,К,колемс,"V, intr",испортиться,1,False,False
4498,К,Колос,"N, PN",Колос,1,True,False
4500,К,колорадскяй,A,колорадский,24,False,False
4501,К,колоннай,A,колонный,23,False,False
4502,К,колонна,N,колонна,24,True,False
4503,К,колонка,N,колонка,1,True,False
4504,К,колония,N,колония,30,True,False
4505,К,колониальнай,A,колониальный,1,False,False
4506,К,Коломна,"N, PN, topn",Коломна,10,True,False
4507,К,колокольня,N,колокольня,4,True,False
4508,К,колодка,N,колодка,2,True,False
4509,К,колода,N,колода,3,True,False
4510,К,колобок,N,колобок,1,True,False
4511,К,колмочесь,ADV,позавчера,31,False,False
4512,К,колмоцьке,NUM,"все три, все трое",30,False,False
4513,К,колмоксть,ADV,"три раза, трижды",248,False,False
4514,К,колмогемонь,"NUM, num_approx",тридцать,9,False,False
4515,К,кольцо,N,кольцо,5,True,False
4516,К,компенсация,N,компенсация,14,True,False
4517,К,кольця,N,кольцо,1,False,False
4518,К,кольчуга,N,кольчуга,1,True,False
4519,К,комбайн,"N, transport",комбайн,1,True,False
4520,К,комачамс,"V, tr","укрыть, укрыться",9,False,False
4521,К,Комаров,"N, PN, famn",Комаров,1,True,False
4522,К,командующай,"N, anim, hum",командующий,27,False,False
4523,К,командования,N,командование,22,False,False
4524,К,команднай,A,командный,21,False,False
4525,К,командировочнай,A,командировочный,4,False,False
4526,К,командировка,N,командировка,60,True,False
4527,К,командир,"N, anim, hum",командир,145,True,False
4528,К,командарм,"N, anim, hum",командарм,3,True,False
4529,К,команда,N,команда,527,True,False
4530,К,комафста,"V, intr",ничком,1,False,False
4531,К,комамс,ADV,наклониться,1,False,False
4532,К,команда,"V, intr",наклониться,14,False,False
4533,К,комамс,N,команда,14,False,False
4534,К,комамс,"V, intr",наклониться,45,False,False
4536,К,кома,N,кома,8,True,False
4538,К,комада,N,наклониться,2,False,False
4539,К,кома,ADV,кома,2,True,False
4541,К,колясканя,"N, dim, transport",колясочка,1,False,False
4542,К,коляска,"N, transport",коляска,5,True,False
4544,К,Коля,"N, PN, persn",Коля,1,True,False
4546,К,кольцяня,"N, dim",колечко,1,False,False
4547,К,конъюнктивит,N,конъюнктивит,1,True,False
4548,К,компенсировандамс,"V, tr",компенсировать,2,False,False
4549,К,компетенция,N,компетенция,1,True,False
4550,К,консульства,N,консульство,1,False,False
4551,К,консул,"N, anim, hum",консул,2,True,False
4552,К,конструкция,N,конструкция,6,True,False
4553,К,конструкторскяй,A,конструкторский,2,False,False
4554,К,конструктор,"N, anim, hum",конструктор,6,True,False
4555,К,конституция,N,конституция,52,True,False
4556,К,конституционнай,A,конституционный,10,False,False
4557,К,Константиновна,"N, PN, patrn",Константиновна,26,True,False
4558,К,Константинович,"N, PN, patrn",Константинович,21,True,False
4559,К,Константинова,"N, PN, famn",Константинова,1,True,False
4560,К,Константинов,"N, PN, famn",Константинов,1,True,False
4561,К,Константин,"N, PN, famn",Константин,19,True,False
4562,К,консультант,"N, anim, hum",консультант,15,True,False
4563,К,конспект,N,конспект,2,True,False
4564,К,консилиум,N,консилиум,1,True,False
4565,К,консервнай,A,консервный,5,False,False
4566,К,консерватория,N,консерватоия,30,False,False
4567,К,консервант,N,консервант,1,True,False
4568,К,консерва,N,консервы,3,False,False
4569,К,Кононов,"N, PN, famn",Кононов,1,True,False
4570,К,Коновалова,"N, PN, famn",Коновалова,1,True,False
4571,К,Коновалов,"N, PN, famn",Коновалов,2,True,False
4572,К,конкурснай,A,конкурсный,32,False,False
4573,К,конкурсантка,"N, anim, hum",конкурсантка,11,True,False
4574,К,конкурсант,"N, anim, hum",конкурсант,9,True,False
4575,К,конкурс,N,конкурс,1051,True,False
4576,К,консистория,N,консистория,1,True,False
4577,К,консультативнай,A,консультативный,27,False,False
4578,К,консультация,N,консультация,25,True,False
4579,К,контакт,N,контакт,22,True,False
4580,К,концертмейстер,"N, anim, hum",концертмейстер,1,True,False
4581,К,концерт,N,концерт,227,True,False
4582,К,концерн,N,концерн,1,True,False
4583,К,концепция,N,концепция,36,True,False
4584,К,концентрат,N,концентрат,9,True,False
4585,К,конфликт,N,конфликт,36,True,False
4586,К,конфеткя,"N, dim",конфетка,1,False,False
4587,К,конфетка,N,конфета,1,False,False
4588,К,конфет,N,конфета,8,False,False
4589,К,конфессия,N,конфессия,45,True,False
4590,К,конференция,N,конференция,404,True,False
4591,К,конус,N,конус,2,True,False
4592,К,контрреволюционнай,A,контрреволюционный,4,False,False
4593,К,контрразведка,N,контрразведка,3,True,False
4594,К,контрольнай,A,контрольный,14,False,False
4595,К,контроль,N,контроль,126,True,False
4596,К,контратака,N,контратака,3,True,False
4597,К,контрактник,"N, anim, hum",контрактник,3,True,False
4598,К,контракт,N,контракт,32,True,False
4599,К,контрабанда,N,контрабанда,1,True,False
4600,К,контр-адмирал,"N, anim, hum",контр-адмирал,1,True,False
4601,К,контора,N,контора,9,True,False
4602,К,континентальнай,A,континентальный,1,False,False
4603,К,континент,N,континент,4,True,False
4604,К,контингент,N,контингент,5,True,False
4605,К,контекст,N,контекст,4,True,False
4606,К,контейнер,N,контейнер,9,True,False
4607,К,конкуренция,N,конкуренция,33,True,False
4608,К,конкурентоспособнай,A,конкурентоспособный,23,False,False
4609,К,конкурент,"N, anim, hum",конкурент,7,True,False
4610,К,конкретнай,A,конкретный,56,False,False
4611,К,кона-кона,PRO,кое-кто,25,False,False
4612,К,кона,PRO,который; какой,9009,False,False
4614,К,кон,N,кон,1955,True,False
4616,К,комсь,NUM,двадцать,216,False,False
4617,К,комсорг,"N, anim, hum",комсорг,3,True,False
4618,К,комсомольскяй,A,комсомольский,45,False,False
4619,К,Комсомольская,"N, PN",Комсомольская,2,True,False
4620,К,Комсомольск-на-амуре,"N, PN, topn",Комсомольск-на-амуре,1,True,False
4621,К,Комсомольск,"N, PN, topn",Комсомольск,1,True,False
4622,К,комсомолец,"N, anim, hum",комсомолец,16,True,False
4623,К,комсомол,N,комсомол,53,True,False
4624,К,компьютернай,A,компьютерный,48,False,False
4625,К,компьютер,N,компьютер,78,True,False
4626,К,компресс,N,компресс,33,True,False
4627,К,компот,N,компот,3,True,False
4628,К,компост,N,компост,5,True,False
4629,К,компонент,N,компонент,43,True,False
4630,К,композиция,N,композиция,46,True,False
4631,К,композитор,"N, anim, hum",композитор,327,True,False
